title,type,description,release_year,age_certification,runtime,imdb_score,imdb_votes
All Hail King Julien,SHOW,"King Julien is back and shaking his booty harder than ever! Discover the wild world of Madagascar as the king takes on the jungleâ€™s craziest adventures in this comedy series. With his loyal sidekicks Maurice and Mort, they meet a whole new cast of colorful animals, including ambitious head of security Clover and the villainous Foosa. No one can stop this king from ruling with an iron fist...in the air...wavin' like he just doesn't care.",2014,TV-Y7,23,7.0,2008
Some Assembly Required,SHOW,"When fourteen-year-old Jarvis Raines gets a chemistry set from his Aunt Marlene for Christmas, he assumes it's just another boring gift. Boy is he wrong! The contents create a chemical reaction that destroys his houseso much for a Merry Christmas! After getting not even an apology from the manufacturer, Knickknack Toys, Jarvis takes them to court, wins, and ends up owning the company!",2014,TV-G,25,8.5,22
Incomplete Life,SHOW,"Equipped with nothing more than a GED and strategies for the game of go, an office intern gets thrown into the cold reality of the corporate world.",2014,TV-14,73,8.6,1883
Mission Blue,MOVIE,"Feature documentary about legendary oceanographer, marine biologist, environmentalist and National Geographic Explorer-in-Residence Sylvia Earle, and her campaign to create a global network of protected marine sanctuaries",2014,PG,94,7.9,1950
ABCD,MOVIE,"When a capable dancer is provoked by the evil design of his employer, naturally he will be out to prove his mettle.",2013,PG-13,136,6.3,6898
City of God: 10 Years Later,MOVIE,City of God â€“ 10 Years Later investigates what happened to the actors who took part in the award-winning film directed by Fernando Meirelles and Katia Lund. This documentary shows what City of Godâ€™s worldwide success meant to their lives. Were the actors prepared for the filmâ€™s success? Did the social background of some of them prove stronger than the opportunity that came their way?,2013,PG,69,6.4,1299
Bombay Talkies,MOVIE,One hundred years of Hindi cinema is celebrated in four short stories showcasing the power of film.,2013,PG-13,127,6.6,5372
Ragini MMS 2,MOVIE,A sleazy film director's decision to shoot his latest erotic horror movie in a notorious haunted house angers the vengeful spirit of its past inhabitant.,2014,PG-13,120,3.9,2870
Fukrey,MOVIE,"The paths of four dream-chasing college friends cross with an array of colourful characters, from a tough-talking Punjabi female don to a Jugaad Baaz college watchman. Mayhem ensues.",2013,PG-13,137,6.9,11656
Dedh Ishqiya,MOVIE,A team of con men fall for a Begum and her female confidante. Does their love fructify?,2014,R,152,7.0,7179
Hasee Toh Phasee,MOVIE,"On the eve of Nikhil and Karishmaâ€™s engagement, Karishmaâ€™s wealthy father, Devesh Solanki, expresses his disapproval, believing Nikhil to be a lackadaisical young man. With one week to prove himself worthy to marry Karishma, Nikhil and Karishma's sister, Meeta, grow closer to each other.",2014,PG-13,141,6.8,14916
Boss,MOVIE,"Disowned by his father as a boy, Surya is taken in by a crime boss. When his brother Shiv is wrongly imprisoned, his father pleads for Surya's help.",2013,PG-13,143,5.3,11059
"That Winter, the Wind Blows",SHOW,"Circumstances condemn Oh Soo and Oh Young to loveless lives. After the untimely death of his first love, Oh Soo turns to an ambitionless life as a derelict gambler. The gorgeous Oh Young should be leading the perfect life as an heiress, but when her parentsâ€™ divorce crumbles the family, she faces the reality of living life aloneâ€”particularly in light of her increasingly impaired vision. When these two heavy souls cross paths, fate delivers a chance meeting that will change their lives forever.",2013,TV-MA,63,7.6,1803
Mary Kom,MOVIE,A chronicle of the life of Indian boxer 'Mary Kom' who went through several hardships before audaciously accomplishing her ultimate dream.,2014,PG-13,122,6.9,10656
Dharmakshetra,SHOW,"After the end of 18 days war of Mahabharata, Pandavas and Kauravas reach the court of Chitragupta where they have to answer their actions of their past life. In each episode one of the character takes the centre stage to answer the questions asked by Chitragupta on behalf of the others.",2014,TV-14,44,8.199999999999998,247
Jim Jefferies: Bare,MOVIE,"Smart, crude, and in-your-face, Australian comic/actor/equal-opportunity-offender Jim Jefferies is not for the faint of heart. Whether he is lampooning gun control, auditioning disabled actors, or over-sharing sexual experiences, the FXX ""Legit"" star proves nothing is out of bounds and even less, off limits. Filmed during the Boston run of his recent stand up tour.",2014,R,76,8.0,5407
Dabbe 5: Zehr-i Cin,MOVIE,"Dilek, a housewife suddenly starts to feel presence of something abnormal in a specific room in their house. Though her husband, Omer refuses to agree with her but situation become worse. They find out that, an ancient paranormal creature called Jinn, has cursed on Dilek. They seek for a way to cure her but instead they find out some shocking event of Dilek's early life.",2014,R,132,6.0,3708
Humpty Sharma Ki Dulhania,MOVIE,"A girl from Ambala, Kavya Pratap Singh, is about to be married. When she visits Delhi to shop for her 'dhai lakh ka Ghagra'(wedding dress worth Rs. 2 Lakh), she meets Humpty Sharma, a carefree Delhiite, and falls in love with him.",2014,PG,133,6.0,12757
The Butterfly's Dream,MOVIE,"In a small Turkish town, two young tuberculous poets try to survive while publishing their poems. As they both fall in love, their life would never be the same.",2013,PG-13,138,7.8,21882
Jeff Dunham: All Over the Map,MOVIE,"Jeff Dunham and his iconic creations, Achmed, Walter, Peanut, and Bubba J. have embarked on an unprecedented world tour through five continents, logging almost 100,000 miles and starring in arenas where few American comedians have dared to perform. Tell the wrong joke in Singapore or United Arab Emirates and risk being handcuffed before you ever leave the stage. Bring Achmed the Dead Terrorist on stage in Malaysia after a government warning forbidding his presence, and you may never leave Kuala Lumpur. While Dunham crafts pop culture references that can excite a local audience upon entering each country, Jeff shows that humor is truly universal. Most of the time.",2014,PG-13,41,7.1,854
Against the Tide,SHOW,A detective and a psychologist investigating a string of murders form a crime-solving team with the novelist whose work inspired the killings.,2014,TV-14,44,7.6,11
Ghanchakkar,MOVIE,A safe cracker claims he has lost his memory when two criminals come calling for their cut of the bank heist loot.,2013,PG,137,5.8,5019
Turbo FAST,SHOW,"After Turbo the Snail's improbable win at the Indianapolis 500, the superfast racer finds his life forever changed after he returns from his victory tour. Namely, Tito, his human companion, has built Starlite City, a massive miniature city with an elaborate adjoining race track for Turbo and his fellow snails to live and race in. However, Turbo finds his new life no less hectic as he and his friends face new rivals of all varieties eager to take the champion on. Regardless of the danger, Turbo and his colleagues of the Fast Action Stunt Team are ready for the challenge.",2013,TV-PG,19,6.5,593
Inkaar,MOVIE,"At a leading ad agency, the battle for the top job between Rahul Verma, the advertising CEO, and Maya Luthra, his ambitious protÃ©gÃ©e, takes an ugly turn when Maya files a sexual harassment complaint against Rahul.",2013,R,133,6.2,2565
Sammy & Co,SHOW,"A series following the story of young turtles, Ricky and Ella, and their friends, Annabel the Octopus and Pipo the Butterfly Fish. Within the many fun, exciting adventures, we learn that life underwater is quite similar to life on earth and likewise, things rarely go as planned! Even if they live with the wise Sammy in the safe happy setting of a warm reef, our little turtles â€“ just like little kids â€“ wonâ€™t be able to resist the appeal of the big blue ocean!",2014,TV-PG,14,5.6,30
Coming Soon,MOVIE,"Pirated DVD seller Zafer who is formerly an extra in movies, swore to give up illegal works when his wife wanted to get divorce. To win his family back, he and his old-fashioned crew decided to make a movie called ""Summit - The End Of Evil"" which is a fantastic science fiction movie and couldn't be shot since 1977. A funny, entertaining and emotional journey awaits him who waded into this adventure with his unqualified crew.",2014,PG,134,7.5,33714
Refugiado,MOVIE,"7 year old MatÃ­as returns home from a friendâ€™s birthday party to find his mother, Laura, unconscious on the floor. When she recovers her senses they decide to leave home and rush to a shelter for abused women where they spend 48 hours before Laura decides to rebuild her life somewhere else. Through the eyes of MatÃ­as we will discover their escape in a city where everything MatÃ­as once knew feels dangerous and foreign until Laura finds a secure place to raise her son.",2014,R,95,6.4,365
